student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
4196,21,Female,High School,2.07,3.03,0.65,3.22,0.0,7.34,2.24,19,235,1,1,Good,4,7.9,0.0,7.11,12.83
4197,17,Male,High School,5.41,2.64,2.77,2.78,2.2,6.85,13.06,67,217,1,0,Poor,8,20.64,29.7,38.55,38.05
4198,16,Other,High School,6.66,3.72,2.91,4.34,1.03,7.1,2.14,84,157,0,0,Poor,5,27.17,1.03,35.82,35.31
4199,22,Male,High School,7.87,2.59,0.0,4.46,1.23,6.99,4.64,10,326,0,0,Good,8,28.85,0.0,48.47,28.85
4200,25,Male,High School,4.42,1.8,1.55,4.14,2.54,7.16,5.85,75,0,0,1,Average,1,0.87,22.49,8.16,17.23
4201,17,Other,High School,7.55,2.09,2.23,2.8,1.95,4.7,9.08,80,455,0,1,Good,7,24.49,28.45,41.19,48.83
4202,20,Other,High School,4.79,2.48,1.68,0.0,1.17,7.4,4.37,60,0,0,1,Average,4,2.33,0.0,31.65,31.7
4203,20,Female,High School,5.19,2.74,2.11,3.44,1.88,5.68,4.18,127,294,1,0,Good,4,17.68,18.59,19.37,22.29
4204,20,Male,High School,2.7,2.08,0.6,1.24,1.81,9.8,5.15,150,273,0,1,Average,9,14.6,0.0,28.65,22.71
4205,21,Female,High School,6.74,1.46,1.28,2.25,0.0,9.66,3.5,11,106,1,1,Poor,1,16.71,0.0,27.19,36.61
4206,17,Other,High School,4.31,1.7,0.91,3.34,2.96,6.73,4.91,118,180,1,1,Average,2,11.15,7.05,22.47,10.62
4207,20,Other,High School,8.87,2.67,1.08,4.47,0.79,7.91,3.45,68,96,0,1,Average,9,28.05,1.74,40.33,44.56
4208,23,Female,High School,3.54,1.54,2.31,2.33,2.44,6.94,3.5,18,0,1,1,Average,8,0.71,22.7,22.19,25.48
4209,21,Other,High School,4.68,2.15,1.46,1.21,3.76,6.66,3.11,70,191,0,0,Poor,4,14.38,10.4,25.59,31.72
4210,19,Female,High School,4.46,0.91,5.0,2.88,1.38,9.0,8.77,43,443,0,0,Good,7,15.39,20.31,17.03,22.51
4211,16,Male,High School,5.76,0.0,2.37,3.0,0.75,6.78,8.12,0,0,1,0,Average,6,13.96,1.51,29.41,44.14
4212,21,Female,High School,4.72,2.53,0.52,2.99,2.13,6.04,9.19,78,56,0,1,Poor,4,11.31,6.31,30.32,15.99
4213,18,Female,High School,5.5,0.66,2.55,0.0,0.0,7.83,8.14,86,0,0,1,Poor,7,10.02,9.35,36.24,42.77
4214,17,Other,High School,5.07,1.36,0.09,0.92,2.03,6.33,9.28,74,297,0,0,Poor,4,16.04,12.08,24.81,41.63
4215,17,Female,High School,5.45,3.54,0.0,4.61,0.0,5.39,7.33,35,331,1,0,Poor,3,21.11,4.01,35.16,24.91
4216,19,Female,High School,4.31,3.34,2.87,4.23,1.28,6.07,5.62,78,241,1,0,Average,4,13.38,19.84,19.89,15.24
4217,16,Other,High School,5.94,3.42,2.49,4.05,2.05,6.43,9.62,94,308,1,0,Good,4,16.51,38.88,34.03,27.33
4218,20,Female,High School,3.41,2.71,0.32,4.0,0.95,10.0,3.5,103,212,1,0,Poor,7,13.02,0.0,27.85,15.92
4219,17,Female,High School,0.35,2.0,1.52,4.27,2.98,7.68,7.34,110,110,1,1,Average,5,0.0,17.43,3.34,1.0
4220,18,Female,High School,6.04,1.73,0.73,3.48,1.03,7.32,5.31,97,71,0,0,Poor,10,20.88,5.79,41.42,49.76
4221,23,Other,High School,4.43,1.24,3.2,1.45,1.04,6.39,12.87,62,261,0,1,Good,10,16.66,21.54,39.02,39.64
4222,16,Male,High School,7.21,0.95,1.45,0.07,2.01,6.84,7.49,150,213,1,0,Average,2,17.67,0.0,42.31,41.17
4223,18,Other,High School,5.31,1.39,3.04,3.0,2.61,7.63,11.23,63,123,1,0,Good,10,11.31,33.22,30.32,27.11
4224,16,Other,High School,7.19,0.0,2.73,4.51,2.13,8.09,4.05,150,315,0,1,Poor,4,21.19,15.15,34.34,36.63
4225,18,Other,High School,5.76,2.26,1.18,2.19,1.86,5.66,6.03,105,185,1,0,Good,6,11.26,13.17,41.75,40.44
4226,24,Male,High School,4.21,2.86,1.68,2.75,1.86,5.95,7.6,142,433,1,0,Poor,5,16.53,19.57,26.28,26.83
4227,20,Female,High School,5.17,3.1,0.81,1.88,1.1,4.0,2.77,70,220,0,0,Average,4,30.79,1.46,26.54,30.0
4228,19,Other,High School,6.01,1.51,0.47,3.37,1.5,7.95,6.64,25,70,0,0,Good,8,16.87,0.0,45.37,36.12
4229,23,Male,High School,4.77,1.41,0.66,2.26,0.23,7.12,5.17,83,0,1,1,Poor,1,17.18,0.0,28.62,20.8
4230,22,Male,High School,3.8,1.69,0.87,2.25,1.57,9.04,4.2,0,0,1,1,Poor,8,20.03,0.0,24.33,23.93
4231,20,Female,High School,0.68,2.28,3.13,5.47,2.68,7.69,3.78,39,184,0,1,Poor,4,0.0,2.04,3.17,5.11
4232,22,Female,High School,5.06,1.52,1.12,2.45,1.49,7.28,9.28,90,280,1,0,Poor,4,10.83,5.91,24.55,18.52
4233,18,Male,High School,3.96,2.99,2.5,0.98,2.79,8.23,10.03,28,150,1,1,Average,5,21.19,9.93,24.17,27.77
4234,21,Other,High School,4.4,2.62,0.26,0.39,1.64,5.55,8.7,23,111,1,0,Poor,3,15.95,0.0,25.88,25.33
4235,18,Other,High School,3.84,1.33,1.09,0.0,1.05,6.43,5.07,98,246,0,1,Poor,1,4.54,0.0,18.98,18.23
4236,18,Male,High School,4.61,2.9,2.62,1.96,1.66,5.61,6.35,94,381,1,0,Good,9,21.1,1.35,31.19,41.07
4237,21,Other,High School,4.71,1.65,2.66,3.49,0.88,7.31,6.5,24,257,1,0,Poor,5,17.62,14.95,25.67,31.92
4238,16,Male,High School,6.19,1.47,4.95,3.45,2.86,7.97,6.03,119,199,0,1,Average,2,16.89,25.12,34.09,34.77
4239,21,Female,High School,5.66,2.24,3.08,4.51,2.01,7.78,8.1,51,262,0,0,Good,5,27.35,27.75,14.51,27.92
4240,16,Other,High School,5.12,1.57,1.87,0.93,2.09,5.88,11.29,48,227,1,0,Good,8,6.99,16.65,36.78,38.69
4241,18,Other,High School,4.34,2.61,3.89,2.56,1.69,6.88,7.56,105,129,0,1,Good,4,18.27,25.89,17.22,22.81
4242,23,Female,High School,6.64,2.09,1.51,2.88,0.84,7.71,10.27,99,371,1,0,Average,8,26.6,2.49,37.46,37.2
4243,20,Male,High School,6.04,3.98,1.55,4.24,2.32,7.04,11.11,11,388,0,0,Average,8,13.39,48.12,41.57,31.95
4244,24,Other,High School,6.4,2.12,3.47,0.05,1.1,5.04,7.18,60,178,1,0,Good,3,24.3,25.84,40.97,44.52
4245,23,Female,High School,3.39,0.64,2.12,1.97,0.85,6.15,3.1,34,233,1,0,Poor,7,5.2,2.55,21.57,30.61
4246,18,Other,High School,3.97,0.09,0.0,3.64,0.79,5.2,13.0,136,453,0,0,Good,10,11.78,12.91,29.93,37.69
4247,18,Female,High School,5.61,3.15,3.07,6.39,3.13,5.69,7.86,117,247,1,1,Average,7,19.07,56.38,28.38,25.71
4248,20,Other,High School,6.23,0.0,2.38,0.37,1.12,7.56,14.0,57,500,1,1,Good,10,18.05,29.85,42.48,51.96
4249,17,Male,High School,2.73,1.81,2.84,1.35,0.17,8.34,1.91,146,313,1,0,Poor,2,2.23,0.0,15.62,7.39
4250,19,Male,High School,1.92,3.85,1.15,2.46,0.0,5.48,11.11,119,500,0,0,Good,6,5.28,8.87,14.13,16.94
4251,21,Other,High School,2.88,0.59,1.78,1.25,2.97,5.19,3.52,89,487,0,1,Good,8,5.47,14.17,30.69,29.19
4252,21,Other,High School,6.14,2.48,1.58,2.88,0.0,7.82,4.91,137,124,1,1,Poor,7,22.61,0.0,35.94,34.97
4253,20,Male,High School,6.53,2.04,1.99,4.31,0.25,6.89,7.06,150,0,1,0,Average,8,20.35,16.56,31.02,35.13
4254,17,Male,High School,7.02,2.65,2.4,3.4,1.56,5.82,8.17,34,0,0,0,Average,6,19.73,39.43,37.64,37.06
4255,20,Female,High School,2.5,4.3,3.38,4.62,2.58,7.18,8.08,82,0,0,1,Good,2,0.08,30.37,11.45,16.5
4256,17,Male,High School,5.04,0.19,1.29,5.74,1.57,7.71,3.89,25,57,0,0,Average,3,9.86,16.69,18.67,16.89
4257,21,Female,High School,3.74,0.83,4.0,1.41,3.45,7.06,6.52,35,172,0,1,Average,5,15.44,20.87,26.08,21.12
4258,18,Other,High School,5.75,1.23,1.14,1.92,2.25,7.19,5.15,22,0,1,1,Average,4,15.87,0.0,33.56,29.29
4259,23,Other,High School,6.38,0.95,4.53,3.99,0.99,7.64,6.8,34,296,1,0,Good,9,22.12,25.48,36.34,43.68
4260,19,Male,High School,4.83,3.14,1.52,2.7,1.07,7.64,9.33,66,266,1,1,Average,10,20.99,1.17,29.3,43.82
4261,23,Male,High School,4.81,1.91,2.13,2.5,2.45,7.47,8.23,60,0,0,1,Average,3,19.43,15.26,21.37,32.55
4262,20,Female,High School,8.42,1.85,0.2,3.75,3.84,7.53,5.2,68,175,0,1,Average,9,18.83,6.68,52.53,58.57
4263,20,Other,High School,4.89,1.92,3.43,0.03,0.77,8.36,6.96,0,195,0,0,Good,7,22.19,0.0,29.76,33.8
4264,23,Female,High School,3.97,0.58,2.81,1.34,4.47,5.52,4.58,57,211,1,0,Average,7,15.78,13.93,23.86,31.23
4265,18,Female,High School,6.64,1.51,0.32,3.3,1.01,7.99,2.02,83,500,1,0,Good,6,28.07,0.0,31.68,27.09
4266,17,Male,High School,3.69,3.42,2.01,3.79,1.22,8.17,4.64,31,488,1,0,Poor,10,13.96,20.84,28.11,26.42
4267,20,Other,High School,4.89,3.47,0.0,1.39,2.38,7.68,7.06,48,142,0,1,Poor,4,23.37,0.0,32.67,25.31
4268,16,Other,High School,1.46,1.96,3.89,3.4,2.69,8.66,8.85,40,260,1,1,Good,10,0.0,5.77,20.69,12.78
4269,18,Other,High School,2.22,2.81,2.28,0.0,2.85,5.58,6.89,11,418,0,1,Average,4,12.02,12.97,18.92,17.22
4270,19,Other,High School,8.3,2.58,2.14,2.63,1.9,8.09,4.55,54,308,0,1,Poor,9,27.75,11.17,48.23,39.81
4271,20,Male,High School,4.43,2.16,0.96,2.92,3.2,5.47,10.89,78,188,1,0,Poor,3,7.8,25.91,22.23,40.25
4272,22,Female,High School,6.39,4.87,2.24,1.95,1.42,4.48,3.48,84,45,1,1,Good,4,30.34,1.6,41.13,38.04
4273,21,Other,High School,5.88,2.92,0.97,3.43,2.71,4.02,9.82,66,311,1,1,Good,5,17.8,34.73,30.85,37.64
4274,18,Other,High School,1.91,2.36,0.88,3.06,2.27,6.42,7.2,150,278,0,0,Average,4,0.0,22.19,13.15,10.2
4275,20,Female,High School,1.54,2.37,2.63,2.7,1.95,8.55,1.24,132,338,0,0,Good,7,0.0,0.0,17.73,19.58
4276,17,Female,High School,5.43,3.55,2.62,1.19,1.2,6.76,3.1,63,331,1,1,Good,10,29.19,0.0,39.78,46.41
4277,23,Male,High School,3.44,1.35,2.8,4.09,3.72,5.65,1.0,31,206,0,1,Average,1,3.35,18.31,2.01,22.82
4278,21,Female,High School,1.16,2.45,1.84,4.79,1.87,8.08,1.0,150,19,0,1,Good,2,0.0,3.02,4.69,4.58
4279,21,Female,High School,2.32,0.89,3.27,2.21,3.12,7.3,1.0,102,338,1,0,Average,9,0.0,18.87,12.74,21.61
4280,21,Other,High School,8.05,1.56,1.19,4.09,1.1,7.11,8.51,56,179,0,0,Good,6,25.68,6.99,32.17,42.54
4281,18,Other,High School,4.51,0.85,1.32,3.35,2.73,5.49,4.59,148,413,1,1,Average,3,12.96,16.69,21.82,26.33
4282,18,Male,High School,5.71,0.0,1.12,3.49,1.71,10.0,3.0,63,225,0,0,Average,7,9.2,0.0,27.59,37.46
4283,22,Male,High School,4.6,0.88,1.95,0.86,3.02,5.18,2.48,100,218,0,0,Good,9,13.47,10.58,32.74,38.15
4284,16,Female,High School,3.01,0.88,1.23,3.68,3.16,5.96,4.63,93,383,1,1,Good,5,10.6,14.72,16.43,22.09
4285,18,Male,High School,5.14,2.64,2.11,2.79,1.04,6.12,10.59,84,107,1,1,Average,2,12.43,23.48,20.72,19.67
4286,22,Female,High School,4.48,2.72,2.59,3.11,2.38,6.54,3.98,84,142,0,0,Poor,7,14.63,26.98,29.57,32.09
4287,22,Male,High School,5.65,1.02,1.37,2.67,1.26,4.45,8.27,58,112,0,0,Average,7,14.56,6.72,33.39,31.24
4288,17,Other,High School,3.3,1.88,0.0,2.98,2.7,5.86,6.79,150,224,1,1,Poor,10,11.36,3.49,26.56,22.37
4289,17,Female,High School,7.2,2.59,4.18,2.22,1.59,8.0,10.34,120,93,1,1,Good,5,22.06,17.6,34.1,47.23
4290,17,Other,High School,5.7,3.33,1.77,2.86,1.76,5.89,11.09,95,158,1,0,Poor,10,29.5,29.35,32.87,42.73
4291,16,Other,High School,2.55,2.11,2.04,4.06,1.31,8.31,7.64,150,431,0,1,Good,8,5.97,11.84,15.46,15.67
4292,19,Other,High School,0.0,1.18,0.95,0.19,2.02,7.82,4.61,150,423,0,1,Average,3,2.63,0.0,4.35,8.48
4293,20,Other,High School,5.83,2.42,1.11,1.86,2.65,7.38,3.96,80,210,1,0,Average,3,26.04,0.0,32.21,39.24
4294,17,Female,High School,4.49,2.59,3.08,3.42,2.05,6.28,2.85,137,218,0,0,Good,4,12.69,8.65,21.17,24.78
4295,22,Male,High School,3.21,4.04,3.28,2.39,2.51,6.59,4.36,91,451,1,0,Poor,8,8.64,12.29,15.75,17.96
4296,20,Other,High School,4.32,2.5,1.7,1.12,1.36,6.56,4.06,41,271,1,0,Poor,3,14.81,0.0,18.51,34.34
4297,21,Other,High School,7.87,2.47,2.0,2.81,1.85,7.95,4.91,56,208,0,0,Poor,9,20.37,0.0,48.02,49.56
4298,21,Other,High School,6.26,2.32,2.18,2.45,2.16,7.92,6.13,148,232,0,0,Good,3,18.0,16.36,26.23,31.44
4299,18,Male,High School,6.05,4.04,0.63,3.33,0.52,7.08,4.29,70,171,1,0,Average,10,24.39,0.0,45.83,43.61
4300,17,Male,High School,3.41,1.74,2.25,4.21,0.4,6.06,8.05,128,322,1,0,Good,4,12.79,19.11,10.65,21.38
4301,19,Other,High School,8.27,4.2,0.35,5.27,0.71,5.91,5.74,110,142,1,1,Good,5,25.92,0.0,41.16,41.26
4302,22,Male,High School,5.64,2.25,0.0,3.36,1.95,5.97,7.42,37,114,1,0,Average,9,21.07,23.11,35.24,41.97
4303,17,Male,High School,6.6,2.84,3.42,2.35,2.67,7.54,6.97,86,194,1,0,Good,8,25.89,20.88,38.66,49.92
4304,21,Male,High School,1.72,1.45,2.05,4.02,1.54,5.81,5.59,87,243,1,0,Good,6,0.0,25.6,16.84,16.11
4305,16,Female,High School,3.11,2.2,4.28,4.63,3.44,9.16,7.48,67,339,1,0,Average,7,4.67,28.94,19.32,20.03
4306,19,Male,High School,4.97,0.34,0.0,2.43,0.0,7.68,5.51,90,104,0,1,Average,4,19.01,0.0,23.6,28.02
4307,23,Male,High School,4.32,1.27,2.96,0.51,1.49,4.61,4.98,42,409,1,1,Average,5,12.26,0.0,28.04,30.59
4308,17,Other,High School,3.1,2.73,2.6,5.69,3.36,6.12,6.18,113,331,0,0,Poor,1,1.14,34.07,9.87,9.75
4309,22,Female,High School,2.92,0.0,3.38,4.25,2.37,4.31,6.31,129,123,0,0,Good,3,1.59,32.74,9.51,9.1
4310,19,Female,High School,9.42,2.05,1.1,3.82,1.17,7.4,9.38,146,361,1,1,Average,7,37.71,8.87,46.42,50.32
4311,22,Male,High School,5.46,2.66,0.99,4.28,1.64,5.91,1.5,116,329,0,0,Average,7,24.63,9.81,38.73,27.59
4312,24,Male,High School,4.46,1.87,3.01,3.74,2.53,7.77,8.27,44,237,0,1,Average,10,9.75,37.77,23.42,34.42
4313,21,Other,High School,5.07,4.53,1.55,4.04,0.97,5.66,8.95,83,350,0,1,Average,5,17.44,13.34,27.39,39.88
4314,17,Other,High School,3.59,3.12,2.27,2.76,3.48,6.98,10.67,99,25,1,0,Average,4,10.79,17.7,21.96,15.81
4315,16,Other,High School,1.21,2.59,1.72,2.37,0.13,5.25,5.71,0,0,0,1,Average,10,8.85,15.22,15.39,19.89
4316,16,Female,High School,8.6,3.75,1.84,3.59,1.49,6.32,8.31,53,234,1,0,Good,6,29.74,25.0,39.89,37.04
4317,19,Male,High School,5.22,1.36,3.39,3.6,1.0,6.57,4.16,96,116,0,0,Good,6,14.8,16.81,36.44,28.49
4318,16,Male,High School,4.04,3.17,1.46,3.92,1.65,5.8,7.69,150,306,0,0,Poor,6,10.53,27.09,24.25,26.59
4319,23,Female,High School,2.58,2.29,2.0,0.96,3.23,7.5,9.37,2,307,1,0,Good,9,10.47,11.03,27.5,22.74
4320,20,Male,High School,3.44,1.84,2.38,1.77,2.42,8.58,3.7,89,173,0,0,Poor,7,2.74,2.46,22.61,16.55
4321,19,Other,High School,4.72,1.15,1.79,0.54,2.79,6.9,6.67,77,139,1,1,Average,4,10.04,9.22,22.16,14.05
4322,23,Male,High School,8.38,2.72,1.4,4.78,2.67,5.34,7.11,116,186,0,0,Average,6,28.01,29.83,39.71,42.27
4323,17,Female,High School,4.55,1.21,1.75,4.09,0.63,5.95,10.33,150,156,1,0,Average,10,18.48,13.08,34.59,29.11
4324,16,Male,High School,4.64,1.77,0.66,3.83,2.89,8.17,3.42,150,163,0,1,Good,2,12.1,0.0,25.88,27.17
4325,22,Other,High School,4.91,0.52,0.99,2.68,1.18,5.35,3.62,118,229,0,0,Poor,6,11.4,2.2,33.82,31.9
4326,20,Female,High School,2.15,1.96,1.98,1.39,1.73,5.91,7.24,54,440,0,0,Poor,10,6.01,6.31,27.56,15.76
4327,19,Female,High School,1.29,2.1,2.53,3.26,0.65,6.93,9.56,73,218,0,0,Good,9,5.03,22.84,12.78,9.12
4328,19,Other,High School,3.19,1.43,3.89,1.16,3.02,6.88,7.05,32,313,1,0,Good,10,9.87,25.21,23.19,28.66
4329,21,Male,High School,5.11,2.94,1.96,3.67,1.86,6.38,5.38,15,331,0,1,Good,3,18.22,4.92,33.85,29.48
4330,18,Other,High School,6.65,0.96,2.74,2.08,1.55,5.68,4.38,73,248,1,1,Average,1,27.64,4.34,29.4,30.7
4331,17,Female,High School,1.36,3.65,2.54,6.46,1.66,4.0,1.0,110,418,0,0,Good,9,0.0,38.37,14.27,3.63
4332,19,Other,High School,3.05,2.47,0.83,2.98,3.14,8.59,10.25,80,132,1,1,Poor,9,15.76,0.0,11.32,21.59
4333,20,Other,High School,4.76,3.79,0.0,4.06,2.0,7.86,6.51,114,389,1,0,Good,7,14.24,0.0,21.94,39.45
4334,24,Male,High School,3.3,2.52,0.78,1.65,0.11,6.47,7.15,86,278,1,1,Average,5,21.4,0.0,19.19,27.26
4335,22,Female,High School,8.61,1.79,1.56,3.69,1.49,7.18,8.82,110,38,0,1,Good,6,29.98,11.33,42.33,52.79
4336,21,Male,High School,5.77,3.68,0.64,2.9,1.4,4.27,6.96,55,13,1,1,Poor,2,17.28,26.25,24.92,30.27
4337,17,Female,High School,4.21,4.77,1.45,2.02,0.97,6.69,8.61,78,490,0,0,Good,8,18.55,11.16,24.53,24.54
4338,24,Other,High School,4.64,0.27,3.45,3.0,2.88,6.24,8.51,117,224,0,0,Good,2,14.74,28.89,22.55,7.69
4339,17,Other,High School,5.54,1.5,3.01,2.2,2.07,5.55,10.42,28,126,1,1,Average,3,22.16,25.54,30.25,36.3
4340,22,Male,High School,6.29,1.64,5.0,1.66,1.55,7.28,6.91,109,231,0,1,Good,2,20.86,16.06,26.84,32.77
4341,21,Male,High School,0.23,3.47,1.2,3.31,1.46,5.22,8.3,127,404,0,1,Good,4,0.63,12.68,8.67,1.22
4342,18,Male,High School,4.42,2.57,2.43,3.32,3.0,5.08,8.24,113,237,1,1,Average,10,8.26,30.26,14.12,32.98
4343,19,Female,High School,1.78,2.08,2.32,3.5,0.0,6.01,3.76,124,233,1,1,Good,8,1.07,5.56,12.03,20.62
4344,23,Other,High School,4.12,2.95,0.75,1.96,2.62,7.73,1.11,91,146,0,1,Average,9,18.4,0.0,42.36,35.97
4345,17,Male,High School,1.57,1.88,1.55,3.04,0.0,7.22,8.75,53,167,0,1,Average,1,9.95,7.81,5.08,1.0
4346,20,Male,High School,3.54,3.68,1.02,2.95,0.15,8.64,8.02,116,191,1,1,Good,4,21.23,6.06,16.02,14.06
4347,23,Male,High School,4.14,2.23,2.22,3.78,1.33,6.66,6.87,49,111,0,1,Poor,6,4.67,24.95,15.06,23.37
4348,20,Male,High School,3.25,1.71,1.81,1.37,1.97,7.41,7.84,70,0,0,1,Average,10,21.37,9.79,29.66,26.54
4349,23,Other,High School,0.0,1.4,2.37,2.88,1.39,4.81,7.11,87,269,1,0,Average,4,0.0,17.42,1.0,11.2
4350,18,Female,High School,4.31,0.89,2.41,4.13,1.22,5.69,6.02,91,226,1,0,Good,8,12.37,24.84,26.87,34.74
4351,22,Other,High School,4.78,1.34,0.79,7.38,0.42,8.24,2.76,56,368,0,0,Poor,7,1.69,13.54,25.5,17.45
4352,17,Male,High School,4.98,0.49,2.54,2.63,2.88,5.43,5.08,66,249,1,0,Poor,1,14.36,12.29,23.94,15.92
4353,16,Male,High School,5.19,0.15,0.41,0.93,1.08,6.72,6.77,131,198,1,0,Average,1,16.34,0.0,25.02,13.64
4354,17,Male,High School,6.12,2.81,1.74,1.46,0.51,6.33,10.57,91,250,0,0,Average,1,27.95,10.65,24.54,27.98
4355,19,Male,High School,3.75,1.03,0.39,2.4,1.24,6.82,2.37,46,238,1,0,Poor,6,11.18,0.0,31.18,33.05
4356,21,Other,High School,4.96,1.53,1.65,3.53,1.91,5.84,7.41,95,178,1,0,Good,1,0.0,28.5,21.49,30.52
4357,19,Male,High School,2.34,0.0,4.48,3.05,2.29,6.11,5.03,150,435,0,1,Average,8,4.93,15.85,21.56,16.7
4358,18,Female,High School,4.16,2.49,3.23,4.1,1.13,7.95,6.9,82,106,1,0,Good,3,28.96,21.41,15.37,21.43
4359,21,Female,High School,5.06,3.27,2.17,0.0,1.88,8.17,4.94,150,292,0,1,Average,5,18.33,0.37,41.01,41.93
4360,17,Male,High School,5.34,1.24,2.08,3.01,1.01,6.94,10.25,113,0,0,1,Average,3,20.39,13.29,21.68,31.53
4361,21,Other,High School,2.66,2.66,4.14,3.82,2.25,5.35,8.58,88,263,0,1,Poor,2,12.53,51.39,7.54,4.16
4362,23,Female,High School,3.15,0.69,2.55,2.33,0.24,6.84,11.29,129,0,1,0,Poor,8,22.77,20.63,26.59,20.77
4363,19,Other,High School,4.18,1.7,0.37,3.73,0.0,7.26,4.76,24,229,1,0,Good,6,7.51,0.0,21.78,15.99
4364,17,Female,High School,3.67,1.99,0.62,3.76,2.35,7.09,7.58,33,376,0,1,Good,7,8.07,8.5,25.43,25.89
4365,16,Other,High School,6.82,3.2,1.14,3.26,3.05,6.51,8.27,87,234,0,0,Poor,5,22.8,12.08,30.32,38.13
4366,22,Female,High School,2.71,3.8,2.84,4.52,1.75,5.41,3.0,104,371,1,1,Poor,1,8.32,27.2,6.52,16.86
4367,22,Other,High School,4.31,2.14,1.99,3.22,0.1,5.84,8.23,87,190,1,0,Good,10,5.04,5.48,37.75,36.38
4368,22,Male,High School,6.21,1.47,0.29,2.1,1.36,5.28,4.68,76,61,1,0,Poor,9,22.09,0.0,47.01,50.26
4369,19,Female,High School,5.17,3.08,3.17,4.58,0.14,7.59,7.5,128,242,1,0,Good,2,13.06,12.84,23.45,24.66
4370,19,Other,High School,5.58,0.12,1.01,2.28,0.85,6.51,5.1,60,97,0,1,Average,10,18.85,0.0,30.85,32.03
4371,19,Female,High School,6.9,2.89,3.0,1.47,1.01,6.71,5.47,102,159,1,0,Good,9,41.04,8.08,43.26,43.41
4372,21,Male,High School,2.34,2.17,1.51,3.14,0.49,5.53,3.33,64,261,1,1,Average,5,2.79,10.5,15.87,9.85
4373,22,Female,High School,5.91,2.18,3.49,4.37,2.77,6.73,7.05,104,311,1,1,Poor,7,23.45,14.77,26.22,31.52
4374,22,Female,High School,6.21,4.22,2.91,3.37,1.88,5.53,3.72,47,377,0,1,Average,7,20.27,16.75,34.28,29.93
4375,20,Male,High School,5.26,3.64,2.07,1.55,1.09,8.03,4.61,76,64,0,0,Poor,8,25.12,2.52,32.71,42.96
4376,23,Other,High School,3.64,0.81,4.17,3.28,2.32,6.99,5.3,79,188,0,0,Poor,2,0.0,30.64,10.23,4.87
4377,18,Other,High School,6.66,3.39,2.54,2.59,0.08,10.0,10.52,74,483,0,0,Poor,6,21.41,2.32,32.65,38.83
4378,17,Other,High School,5.82,2.17,3.68,3.02,0.0,7.5,7.68,84,339,1,1,Average,7,18.82,14.79,35.17,33.4
4379,16,Other,High School,4.6,3.49,2.73,4.09,0.76,7.43,9.06,133,325,0,0,Poor,8,18.75,0.72,38.16,30.13
4380,20,Female,High School,1.8,3.19,0.92,4.36,1.54,5.55,5.55,144,258,1,1,Good,5,12.0,6.24,6.48,2.0
4381,19,Female,High School,2.72,0.56,2.95,3.92,0.0,7.29,3.33,86,158,1,1,Poor,5,4.08,11.01,24.44,16.9
4382,19,Other,High School,4.93,2.49,2.28,2.82,1.04,8.93,7.6,54,423,1,1,Average,8,15.27,0.0,29.72,30.09
4383,19,Male,High School,7.39,2.62,3.35,3.6,4.14,7.81,5.12,63,417,1,1,Good,7,18.43,27.38,40.51,47.2
4384,17,Female,High School,7.49,2.45,1.83,2.39,1.66,9.35,9.07,134,231,1,0,Poor,4,33.96,13.41,34.4,21.69
4385,17,Female,High School,5.77,0.91,2.8,2.82,3.24,4.51,6.8,72,94,1,1,Average,7,17.71,28.26,27.54,39.12
4386,16,Female,High School,4.41,3.21,3.44,1.33,0.6,5.9,1.0,38,225,0,1,Poor,10,12.52,0.0,34.45,38.3
4387,16,Male,High School,0.47,0.5,2.82,0.53,2.12,8.23,8.67,66,112,1,0,Good,4,0.0,4.66,4.87,2.43
4388,19,Other,High School,3.87,0.52,1.77,2.92,0.86,7.1,5.09,109,233,1,0,Average,1,4.22,0.0,18.26,14.51
4389,21,Male,High School,6.04,0.69,0.63,0.47,1.09,6.48,7.19,45,7,0,1,Good,9,11.97,0.0,43.67,38.6
4390,22,Other,High School,3.53,1.06,1.46,1.13,0.62,5.03,2.53,83,105,1,1,Average,6,16.92,0.0,21.12,23.56
4391,22,Female,High School,3.08,2.79,3.29,1.49,0.58,5.62,2.73,76,172,0,1,Good,2,22.04,2.73,13.02,9.59
4392,17,Female,High School,2.59,1.42,1.56,2.82,2.21,5.77,8.83,61,218,1,0,Good,5,8.98,23.61,18.1,11.44
4393,19,Other,High School,1.26,2.55,1.99,1.8,1.16,9.34,3.59,68,487,0,1,Good,9,4.58,0.0,21.38,18.91
4394,18,Other,High School,2.75,1.03,2.31,5.51,3.02,7.25,8.41,66,410,1,0,Average,8,6.53,28.96,17.31,16.6
4395,17,Other,High School,3.56,5.58,2.43,1.38,2.66,6.03,3.93,34,86,1,0,Average,4,11.3,16.63,20.64,11.61
4396,17,Male,High School,4.95,3.42,1.17,4.38,3.19,6.46,4.9,65,0,0,0,Good,5,10.35,13.13,9.72,24.17
4397,21,Male,High School,6.99,0.0,5.0,3.59,2.08,7.94,5.17,120,187,0,0,Good,5,16.91,30.47,40.4,40.55
4398,18,Female,High School,5.36,1.47,1.83,0.0,0.91,6.82,6.43,99,291,1,1,Average,7,16.51,0.0,49.35,53.6
